Wall time,Step,Value
1581529406.124776,0,0.8316110968589783
1581529414.222938,1,0.9211851954460144
1581529423.051058,2,0.9395185112953186
1581529429.186109,3,0.9499444365501404
1581529436.261358,4,0.9570370316505432
1581529443.32047,5,0.9620000123977661
1581529450.829604,6,0.9670185446739197
1581529456.885971,7,0.9704999923706055
1581529462.872952,8,0.9728888869285583
1581529469.109388,9,0.9764074087142944
