Wall time,Step,Value
1581761143.166616,0,0.4625803828239441
1581761218.765074,1,0.3390734791755676
1581761293.850773,2,0.3097200095653534
1581761367.961547,3,0.26168161630630493
1581761443.593304,4,0.2530515491962433
1581761517.329198,5,0.25254958868026733
1581761590.384568,6,0.24412842094898224
1581761662.864171,7,0.24171677231788635
1581761736.380926,8,0.22532449662685394
1581761809.601645,9,0.22303412854671478
