Wall time,Step,Value
1581527381,0,0.597943842
1581527395,1,0.255634785
1581527408,2,0.20066154
1581527421,3,0.165671289
1581527434,4,0.140325606
1581527448,5,0.122149795
1581527461,6,0.106960692
1581527476,7,0.094370805
1581527491,8,0.084618978
1581527505,9,0.075992763
