Wall time,Step,Value
1581527611,0,0.601366997
1581527618,1,0.230120227
1581527624,2,0.172191143
1581527632,3,0.136236817
1581527640,4,0.113381423
1581527648,5,0.095520504
1581527655,6,0.081387691
1581527661,7,0.069577612
1581527669,8,0.060053069
1581527676,9,0.051192038
