Wall time,Step,Value
1581522139.595922,0,0.7913148403167725
1581522151.052728,1,0.9092962741851807
1581522162.024011,2,0.9235740900039673
1581522173.451003,3,0.9327222108840942
1581522183.105861,4,0.9398333430290222
1581522191.693688,5,0.9460370540618896
1581522202.603842,6,0.9511666893959045
1581522214.880446,7,0.9550740718841553
1581522227.325191,8,0.958981454372406
1581522237.826726,9,0.9616666436195374
