Wall time,Step,Value
1581523998,0,0.678479671
1581524006,1,0.285713702
1581524015,2,0.227463067
1581524023,3,0.188640997
1581524033,4,0.161232799
1581524043,5,0.14223887
1581524052,6,0.125761285
1581524060,7,0.112986736
1581524068,8,0.103083991
1581524074,9,0.093753032
