Wall time,Step,Value
1581595623.677046,0,0.8074073791503906
1581595655.167465,1,0.878000020980835
1581595686.671611,2,0.8894814848899841
1581595720.24176,3,0.8962222337722778
1581595749.932202,4,0.8995370268821716
1581595779.00848,5,0.9024444222450256
1581595805.114643,6,0.9047592878341675
1581595823.683603,7,0.9066296219825745
1581595847.534891,8,0.9083518385887146
1581595879.117015,9,0.9098703861236572
