Wall time,Step,Value
1581521733.804652,0,0.6580959558486938
1581521748.988288,1,0.3410918712615967
1581521763.820305,2,0.2918800413608551
1581521774.403113,3,0.2616601586341858
1581521783.194431,4,0.2396342158317566
1581521792.271824,5,0.22153691947460175
1581521803.155388,6,0.20690274238586426
1581521817.300461,7,0.19389601051807404
1581521832.054184,8,0.1826670914888382
1581521845.446007,9,0.17276600003242493
