Wall time,Step,Value
1581523427.505013,0,0.6324741244316101
1581523433.306141,1,0.293825626373291
1581523439.976243,2,0.24341312050819397
1581523446.306346,3,0.20914645493030548
1581523454.611591,4,0.18343234062194824
1581523462.165651,5,0.16303454339504242
1581523469.407088,6,0.14648839831352234
1581523476.354189,7,0.1328924149274826
1581523482.479405,8,0.12174003571271896
1581523488.979716,9,0.11197804659605026
