Wall time,Step,Value
1581523131.195768,0,0.8449074029922485
1581523138.002926,1,0.9189629554748535
1581523143.62295,2,0.9337777495384216
1581523149.694589,3,0.9432592391967773
1581523155.537136,4,0.9503889083862305
1581523163.171771,5,0.9557963013648987
1581523174.928044,6,0.9600926041603088
1581523197.644035,7,0.9636481404304504
1581523205.833162,8,0.9673148393630981
1581523213.522654,9,0.9701666831970215
