Wall time,Step,Value
1581763027.277371,0,0.7122222185134888
1581763101.279216,1,0.7666666507720947
1581763175.43382,2,0.7598611116409302
1581763249.338484,3,0.7759722471237183
1581763322.919579,4,0.789305567741394
1581763397.983377,5,0.8015277981758118
1581763473.112213,6,0.8172222375869751
1581763552.317878,7,0.824999988079071
1581763628.539314,8,0.8265277743339539
1581763707.353718,9,0.8288888931274414
