Wall time,Step,Value
1581522331.328313,0,0.7958333492279053
1581522346.14941,1,0.8972036838531494
1581522366.642323,2,0.9106296300888062
1581522383.683109,3,0.9187222123146057
1581522399.551931,4,0.924574077129364
1581522417.425602,5,0.9290925860404968
1581522437.577415,6,0.9330185055732727
1581522449.621639,7,0.9369444251060486
1581522458.697463,8,0.9393333196640015
1581522469.535859,9,0.9414814710617065
