Wall time,Step,Value
1581771556.128414,0,0.8213889002799988
1581771630.440761,1,0.8618055582046509
1581771704.214643,2,0.8847222328186035
1581771778.512098,3,0.8844444155693054
1581771852.63315,4,0.9044444561004639
1581771926.736776,5,0.8980555534362793
1581771999.905247,6,0.9097222089767456
1581772076.699708,7,0.9070833325386047
1581772156.078701,8,0.9137499928474426
1581772231.062374,9,0.9191666841506958
