Wall time,Step,Value
1581597127.409289,0,0.5657703280448914
1581597143.393787,1,0.26758578419685364
1581597156.421962,2,0.20081841945648193
1581597169.633727,3,0.1681952029466629
1581597182.917754,4,0.1464400440454483
1581597195.153544,5,0.1306893527507782
1581597207.147041,6,0.11826571822166443
1581597220.382999,7,0.10858368128538132
1581597234.996492,8,0.09951382875442505
1581597248.38539,9,0.09287485480308533
