Wall time,Step,Value
1581521901.766663,0,0.8367592692375183
1581521909.344446,1,0.9056851863861084
1581521916.843493,2,0.9184259176254272
1581521924.547309,3,0.9269074201583862
1581521933.434995,4,0.9332407116889954
1581521941.816307,5,0.9385740756988525
1581521950.042472,6,0.9428518414497375
1581521958.485158,7,0.9464629888534546
1581521966.911332,8,0.9501851797103882
1581521975.730759,9,0.9536666870117188
