Wall time,Step,Value
1581522560.89985,0,0.8171481490135193
1581522570.681261,1,0.9136481285095215
1581522580.867423,2,0.9275555610656738
1581522588.610978,3,0.9375555515289307
1581522599.177587,4,0.9444259405136108
1581522607.002903,5,0.9509074091911316
1581522614.273837,6,0.9553889036178589
1581522620.594811,7,0.9592037200927734
1581522627.080636,8,0.962425947189331
1581522633.485382,9,0.964888870716095
