Wall time,Step,Value
1581527180,0,0.778974116
1581527194,1,0.313550293
1581527209,2,0.256790817
1581527224,3,0.218855187
1581527241,4,0.191506952
1581527258,5,0.171341687
1581527276,6,0.154907659
1581527291,7,0.140852377
1581527306,8,0.128864571
1581527321,9,0.119008563
